word,decade,count,appear,topic,ps_articles,ps_words,t20_count,t20_appear,t20_topic,t20_articles,t20_words
contain,1990s,498,231,2,643,4529684,5212,2262,38,6242,52955592
contain,2000s,656,305,2,868,7141270,6465,2642,67,7266,67070891
contain,2010s,1178,491,11,1678,14295950,6912,2853,73,8647,84731684
containing,1980s,433,167,6,584,3177602,3909,1602,48,6430,46072214
containing,1990s,544,184,10,643,4529684,4840,1725,75,6242,52955592
containing,2000s,771,253,12,868,7141270,5966,2052,102,7266,67070891
containing,2010s,992,366,18,1678,14295950,5594,2156,71,8647,84731684
contains,1980s,541,227,8,584,3177602,6151,2477,60,6430,46072214
contains,1990s,651,253,6,643,4529684,7431,2620,106,6242,52955592
contains,2000s,989,357,14,868,7141270,8983,3131,129,7266,67070891
contains,2010s,1655,631,23,1678,14295950,10343,3528,155,8647,84731684
contemporary,1980s,192,115,1,584,3177602,3307,1649,23,6430,46072214
contemporary,1990s,317,176,2,643,4529684,4457,1877,46,6242,52955592
contemporary,2000s,622,304,5,868,7141270,5880,2497,62,7266,67070891
contemporary,2010s,1620,724,8,1678,14295950,8399,3511,85,8647,84731684
content,1980s,1754,225,43,584,3177602,17087,2831,402,6430,46072214
content,1990s,4356,371,102,643,4529684,30058,3458,719,6242,52955592
content,2000s,7159,530,168,868,7141270,42456,3900,950,7266,67070891
content,2010s,14379,1042,314,1678,14295950,50613,4782,1151,8647,84731684
contents,1980s,280,75,7,584,3177602,3073,913,66,6430,46072214
contents,1990s,1078,180,31,643,4529684,6794,1302,188,6242,52955592
contents,2000s,1529,267,40,868,7141270,9396,1612,241,7266,67070891
contents,2010s,3233,513,89,1678,14295950,11964,1994,311,8647,84731684
context,1980s,1458,297,36,584,3177602,14647,3562,308,6430,46072214
context,1990s,2237,362,44,643,4529684,19294,3732,419,6242,52955592
context,2000s,4828,556,106,868,7141270,31879,4662,685,7266,67070891
context,2010s,7922,1075,168,1678,14295950,42672,5878,957,8647,84731684
contexts,1980s,684,166,20,584,3177602,5593,1773,108,6430,46072214
contexts,1990s,887,205,27,643,4529684,6833,1901,139,6242,52955592
contexts,2000s,1600,327,44,868,7141270,10558,2503,244,7266,67070891
contexts,2010s,2649,600,60,1678,14295950,14038,3303,312,8647,84731684
contextual,1980s,149,35,3,584,3177602,1073,374,16,6430,46072214
contextual,1990s,204,63,4,643,4529684,1654,532,31,6242,52955592
contextual,2000s,592,112,9,868,7141270,3340,799,59,7266,67070891
contextual,2010s,567,170,10,1678,14295950,3188,965,59,8647,84731684
contextualism,1980s,2,2,0,584,3177602,61,24,1,6430,46072214
contextualism,1990s,12,5,0,643,4529684,345,64,12,6242,52955592
contextualism,2000s,984,70,30,868,7141270,3460,297,91,7266,67070891
contextualism,2010s,1284,129,31,1678,14295950,4540,541,109,8647,84731684
contextualist,1980s,22,7,0,584,3177602,86,32,1,6430,46072214
contextualist,1990s,16,6,0,643,4529684,420,65,10,6242,52955592
contextualist,2000s,619,60,27,868,7141270,2199,256,75,7266,67070891
contextualist,2010s,745,96,20,1678,14295950,2731,402,71,8647,84731684
contingent,1980s,513,130,11,584,3177602,3945,1279,71,6430,46072214
contingent,1990s,724,163,19,643,4529684,5178,1539,102,6242,52955592
contingent,2000s,978,263,17,868,7141270,6416,1852,124,7266,67070891
contingent,2010s,1601,421,31,1678,14295950,7433,2137,127,8647,84731684
continuity,1980s,149,29,5,584,3177602,2422,624,53,6430,46072214
continuity,1990s,416,55,10,643,4529684,2851,633,62,6242,52955592
continuity,2000s,229,43,6,868,7141270,2823,656,60,7266,67070891
continuity,2010s,527,123,13,1678,14295950,2969,757,63,8647,84731684
continuous,1980s,93,41,1,584,3177602,2193,795,35,6430,46072214
continuous,1990s,258,58,4,643,4529684,2958,892,55,6242,52955592
continuous,2000s,223,90,4,868,7141270,3585,1072,75,7266,67070891
continuous,2010s,523,167,9,1678,14295950,3926,1238,76,8647,84731684
contradiction,1980s,264,103,1,584,3177602,3704,1260,46,6430,46072214
contradiction,1990s,279,113,4,643,4529684,4163,1371,67,6242,52955592
contradiction,2000s,494,171,9,868,7141270,4932,1591,90,7266,67070891
contradiction,2010s,780,264,16,1678,14295950,5714,1791,115,8647,84731684
contrary,1980s,503,230,3,584,3177602,6012,2864,33,6430,46072214
contrary,1990s,545,283,2,643,4529684,6318,2955,33,6242,52955592
contrary,2000s,924,422,5,868,7141270,7473,3407,49,7266,67070891
contrary,2010s,1452,709,7,1678,14295950,7960,3795,53,8647,84731684
contrast,1980s,483,221,3,584,3177602,7142,2871,58,6430,46072214
contrast,1990s,795,305,5,643,4529684,9650,3243,114,6242,52955592
contrast,2000s,1692,519,22,868,7141270,13682,4179,192,7266,67070891
contrast,2010s,3777,1066,56,1678,14295950,20849,5646,326,8647,84731684
contrastive,1980s,11,5,0,584,3177602,114,46,2,6430,46072214
contrastive,1990s,148,5,2,643,4529684,666,79,13,6242,52955592
contrastive,2000s,170,26,5,868,7141270,939,163,20,7266,67070891
contrastive,2010s,540,65,15,1678,14295950,2212,292,50,8647,84731684
contribute,1980s,142,60,2,584,3177602,1731,896,13,6430,46072214
contribute,1990s,170,93,2,643,4529684,2052,1095,15,6242,52955592
contribute,2000s,351,165,1,868,7141270,3141,1416,35,7266,67070891
contribute,2010s,934,357,15,1678,14295950,4466,1904,54,8647,84731684
contribution,1980s,123,70,1,584,3177602,2023,1049,19,6430,46072214
contribution,1990s,252,116,3,643,4529684,2835,1268,35,6242,52955592
contribution,2000s,507,167,7,868,7141270,3764,1571,42,7266,67070891
contribution,2010s,882,360,15,1678,14295950,5267,1954,73,8647,84731684
control,1980s,237,68,3,584,3177602,6094,1365,124,6430,46072214
control,1990s,515,134,9,643,4529684,6587,1466,128,6242,52955592
control,2000s,1453,187,35,868,7141270,10183,1675,229,7266,67070891
control,2010s,3563,419,72,1678,14295950,16265,2290,325,8647,84731684
convention,1980s,220,48,4,584,3177602,2506,725,36,6430,46072214
convention,1990s,223,68,4,643,4529684,2476,806,38,6242,52955592
convention,2000s,209,77,5,868,7141270,3239,906,56,7266,67070891
convention,2010s,626,168,7,1678,14295950,3674,1015,49,8647,84731684
conversation,1980s,108,53,2,584,3177602,1278,620,12,6430,46072214
conversation,1990s,126,70,1,643,4529684,1441,706,11,6242,52955592
conversation,2000s,421,155,7,868,7141270,2596,993,44,7266,67070891
conversation,2010s,938,310,14,1678,14295950,4030,1335,59,8647,84731684
conversational,1980s,48,16,2,584,3177602,724,186,18,6430,46072214
conversational,1990s,81,28,2,643,4529684,986,258,20,6242,52955592
conversational,2000s,353,88,11,868,7141270,2696,485,61,7266,67070891
conversational,2010s,738,142,19,1678,14295950,3421,633,77,8647,84731684
core,1980s,134,71,0,584,3177602,2155,897,33,6430,46072214
core,1990s,293,112,4,643,4529684,3058,1251,32,6242,52955592
core,2000s,514,187,8,868,7141270,4813,1758,72,7266,67070891
core,2010s,1445,506,26,1678,14295950,7512,2702,111,8647,84731684
correct,1980s,1523,401,30,584,3177602,14027,4121,219,6430,46072214
correct,1990s,1728,451,33,643,4529684,15107,4167,253,6242,52955592
correct,2000s,2687,629,51,868,7141270,19889,4936,393,7266,67070891
correct,2010s,5051,1226,98,1678,14295950,24473,5971,461,8647,84731684
correctly,1980s,355,190,3,584,3177602,3518,1848,25,6430,46072214
correctly,1990s,418,225,1,643,4529684,3761,1920,23,6242,52955592
correctly,2000s,676,301,9,868,7141270,4599,2214,45,7266,67070891
correctly,2010s,1173,538,11,1678,14295950,5720,2662,45,8647,84731684
correlation,1980s,110,44,1,584,3177602,1894,552,39,6430,46072214
correlation,1990s,143,57,3,643,4529684,2249,620,54,6242,52955592
correlation,2000s,248,55,5,868,7141270,2536,733,50,7266,67070891
correlation,2010s,543,141,12,1678,14295950,2896,893,60,8647,84731684
correspondence,1980s,166,69,3,584,3177602,2947,1020,55,6430,46072214
correspondence,1990s,411,104,6,643,4529684,3932,1171,64,6242,52955592
correspondence,2000s,509,114,7,868,7141270,4468,1281,66,7266,67070891
correspondence,2010s,581,194,14,1678,14295950,3797,1311,66,8647,84731684
corresponding,1980s,490,213,4,584,3177602,6481,2383,82,6430,46072214
corresponding,1990s,600,244,6,643,4529684,7377,2547,116,6242,52955592
corresponding,2000s,950,369,11,868,7141270,9934,3273,162,7266,67070891
corresponding,2010s,1895,704,21,1678,14295950,12750,4088,199,8647,84731684
cost,1980s,128,66,1,584,3177602,2234,918,27,6430,46072214
cost,1990s,154,85,0,643,4529684,2328,1053,36,6242,52955592
cost,2000s,354,156,4,868,7141270,3178,1327,38,7266,67070891
cost,2010s,1089,415,14,1678,14295950,6109,2001,93,8647,84731684
costs,1980s,80,29,2,584,3177602,1885,477,35,6430,46072214
costs,1990s,132,47,1,643,4529684,2140,590,42,6242,52955592
costs,2000s,251,78,5,868,7141270,2942,758,65,7266,67070891
costs,2010s,920,267,14,1678,14295950,5300,1271,96,8647,84731684
count,1980s,457,198,5,584,3177602,6447,2576,58,6430,46072214
count,1990s,809,307,6,643,4529684,8460,2949,88,6242,52955592
count,2000s,1578,504,31,868,7141270,11516,3604,190,7266,67070891
count,2010s,2903,905,45,1678,14295950,15001,4548,234,8647,84731684
counterexample,1980s,231,94,3,584,3177602,1786,778,17,6430,46072214
counterexample,1990s,420,129,8,643,4529684,2404,909,38,6242,52955592
counterexample,2000s,541,182,9,868,7141270,3359,1244,46,7266,67070891
counterexample,2010s,1158,378,15,1678,14295950,4912,1672,79,8647,84731684
counterexamples,1980s,234,87,5,584,3177602,1770,741,27,6430,46072214
counterexamples,1990s,312,118,2,643,4529684,2045,835,24,6242,52955592
counterexamples,2000s,523,187,5,868,7141270,3229,1230,41,7266,67070891
counterexamples,2010s,1471,425,27,1678,14295950,5921,1825,118,8647,84731684
counterfactual,1980s,364,77,9,584,3177602,3120,684,79,6430,46072214
counterfactual,1990s,1066,139,31,643,4529684,5613,1004,137,6242,52955592
counterfactual,2000s,1386,208,38,868,7141270,8694,1307,220,7266,67070891
counterfactual,2010s,2667,378,65,1678,14295950,13432,1703,327,8647,84731684
counterfactuals,1980s,273,49,7,584,3177602,2223,448,52,6430,46072214
counterfactuals,1990s,716,80,17,643,4529684,3085,543,71,6242,52955592
counterfactuals,2000s,665,91,16,868,7141270,4173,671,94,7266,67070891
counterfactuals,2010s,1362,176,29,1678,14295950,7428,917,162,8647,84731684
counterpart,1980s,177,61,2,584,3177602,1729,680,25,6430,46072214
counterpart,1990s,265,84,6,643,4529684,2338,785,43,6242,52955592
counterpart,2000s,644,127,14,868,7141270,4275,1045,68,7266,67070891
counterpart,2010s,913,222,18,1678,14295950,5282,1140,88,8647,84731684
counts,1980s,267,136,2,584,3177602,2657,1535,12,6430,46072214
counts,1990s,278,178,0,643,4529684,3264,1774,12,6242,52955592
counts,2000s,661,324,2,868,7141270,4720,2347,20,7266,67070891
counts,2010s,1335,621,12,1678,14295950,6681,3072,45,8647,84731684
course,1980s,2161,499,39,584,3177602,27945,5516,689,6430,46072214
course,1990s,2811,576,70,643,4529684,28116,5449,756,6242,52955592
course,2000s,4068,765,108,868,7141270,31801,6164,834,7266,67070891
course,2010s,6478,1444,129,1678,14295950,33125,7278,715,8647,84731684
create,1980s,119,60,1,584,3177602,1916,1065,7,6430,46072214
create,1990s,178,107,1,643,4529684,2433,1205,23,6242,52955592
create,2000s,284,139,3,868,7141270,2990,1406,25,7266,67070891
create,2010s,794,292,16,1678,14295950,3828,1698,45,8647,84731684
credence,1980s,22,14,0,584,3177602,509,164,9,6430,46072214
credence,1990s,48,26,1,643,4529684,778,240,20,6242,52955592
credence,2000s,402,43,7,868,7141270,2292,274,55,7266,67070891
credence,2010s,2424,174,42,1678,14295950,16210,875,289,8647,84731684
credences,1980s,1,1,0,584,3177602,181,13,4,6430,46072214
credences,1990s,5,2,0,643,4529684,239,25,10,6242,52955592
credences,2000s,172,11,2,868,7141270,776,92,20,7266,67070891
credences,2010s,1120,92,32,1678,14295950,7947,520,186,8647,84731684
criteria,1980s,353,108,7,584,3177602,6329,1659,131,6430,46072214
criteria,1990s,643,151,8,643,4529684,5275,1568,95,6242,52955592
criteria,2000s,521,171,9,868,7141270,5409,1663,102,7266,67070891
criteria,2010s,1155,323,21,1678,14295950,7309,2037,133,8647,84731684
criterion,1980s,494,149,9,584,3177602,7244,1836,161,6430,46072214
criterion,1990s,1072,141,23,643,4529684,6871,1661,153,6242,52955592
criterion,2000s,761,200,20,868,7141270,7558,1819,170,7266,67070891
criterion,2010s,1520,307,33,1678,14295950,9348,2011,207,8647,84731684
critical,1980s,316,118,4,584,3177602,4579,1706,57,6430,46072214
critical,1990s,240,147,1,643,4529684,4690,1845,68,6242,52955592
critical,2000s,538,230,1,868,7141270,5473,2110,59,7266,67070891
critical,2010s,1093,486,9,1678,14295950,7583,2733,125,8647,84731684
criticism,1980s,500,176,5,584,3177602,6116,2253,70,6430,46072214
criticism,1990s,417,205,3,643,4529684,5323,2207,65,6242,52955592
criticism,2000s,707,285,8,868,7141270,5742,2392,51,7266,67070891
criticism,2010s,1186,523,12,1678,14295950,6445,2657,70,8647,84731684
crucial,1980s,433,234,1,584,3177602,5569,2716,19,6430,46072214
crucial,1990s,598,295,2,643,4529684,6495,2961,23,6242,52955592
crucial,2000s,927,429,3,868,7141270,8165,3443,53,7266,67070891
crucial,2010s,1717,763,7,1678,14295950,9509,4156,44,8647,84731684
current,1980s,267,123,1,584,3177602,4798,1883,59,6430,46072214
current,1990s,655,265,7,643,4529684,7002,2400,108,6242,52955592
current,2000s,1139,376,17,868,7141270,9958,3135,160,7266,67070891
current,2010s,2095,785,26,1678,14295950,12405,4157,193,8647,84731684
data,1980s,373,113,7,584,3177602,7848,1557,181,6430,46072214
data,1990s,530,142,8,643,4529684,8894,1540,188,6242,52955592
data,2000s,662,192,16,868,7141270,12887,1948,322,7266,67070891
data,2010s,2379,462,58,1678,14295950,20185,3023,466,8647,84731684
david,1980s,660,215,9,584,3177602,6517,2249,110,6430,46072214
david,1990s,1057,315,22,643,4529684,9108,2896,155,6242,52955592
david,2000s,1673,437,33,868,7141270,11745,3518,209,7266,67070891
david,2010s,1508,667,9,1678,14295950,12765,4102,193,8647,84731684
davidson,1980s,634,120,14,584,3177602,4150,895,89,6430,46072214
davidson,1990s,780,111,17,643,4529684,5738,904,135,6242,52955592
davidson,2000s,666,127,15,868,7141270,5282,882,98,7266,67070891
davidson,2010s,703,184,11,1678,14295950,3260,794,64,8647,84731684
davidsons,1980s,271,44,10,584,3177602,1770,324,47,6430,46072214
davidsons,1990s,327,47,8,643,4529684,2397,409,68,6242,52955592
davidsons,2000s,254,52,7,868,7141270,2131,367,50,7266,67070891
davidsons,2010s,172,54,3,1678,14295950,988,266,25,8647,84731684
day,1980s,269,104,4,584,3177602,3197,1392,44,6430,46072214
day,1990s,401,147,6,643,4529684,3638,1557,34,6242,52955592
day,2000s,482,223,2,868,7141270,4330,1856,48,7266,67070891
day,2010s,951,455,9,1678,14295950,5316,2245,60,8647,84731684
deal,1980s,275,169,2,584,3177602,4240,2368,6,6430,46072214
deal,1990s,402,224,0,643,4529684,4400,2355,12,6242,52955592
deal,2000s,549,293,2,868,7141270,5365,2739,26,7266,67070891
deal,2010s,1035,555,2,1678,14295950,5830,3090,22,8647,84731684
death,1980s,513,76,13,584,3177602,6904,1082,119,6430,46072214
death,1990s,553,93,15,643,4529684,6308,1007,114,6242,52955592
death,2000s,1052,146,25,868,7141270,7616,1219,137,7266,67070891
death,2010s,1469,244,26,1678,14295950,7512,1355,141,8647,84731684
debate,1980s,125,66,1,584,3177602,2418,1104,25,6430,46072214
debate,1990s,463,162,8,643,4529684,4684,1723,69,6242,52955592
debate,2000s,1036,329,18,868,7141270,7698,2647,118,7266,67070891
debate,2010s,2740,787,50,1678,14295950,12820,3999,197,8647,84731684
decide,1980s,307,141,4,584,3177602,3790,1806,25,6430,46072214
decide,1990s,332,176,2,643,4529684,3915,1818,38,6242,52955592
decide,2000s,721,285,9,868,7141270,4828,2195,48,7266,67070891
decide,2010s,1219,488,20,1678,14295950,5731,2476,72,8647,84731684
deciding,1980s,142,75,2,584,3177602,1699,1018,6,6430,46072214
deciding,1990s,144,98,0,643,4529684,1597,933,9,6242,52955592
deciding,2000s,382,133,5,868,7141270,2267,1094,26,7266,67070891
deciding,2010s,1018,290,15,1678,14295950,3497,1409,45,8647,84731684
decision,1980s,617,124,12,584,3177602,9150,1839,184,6430,46072214
decision,1990s,644,166,14,643,4529684,8192,1722,176,6242,52955592
decision,2000s,1221,213,32,868,7141270,10847,1984,237,7266,67070891
decision,2010s,3517,465,69,1678,14295950,19756,2613,416,8647,84731684
decisions,1980s,251,50,5,584,3177602,3036,1004,59,6430,46072214
decisions,1990s,220,70,4,643,4529684,3099,945,57,6242,52955592
decisions,2000s,382,105,7,868,7141270,3921,1117,70,7266,67070891
decisions,2010s,1081,236,25,1678,14295950,6806,1565,150,8647,84731684
deduction,1980s,126,48,1,584,3177602,2363,624,43,6430,46072214
deduction,1990s,141,43,3,643,4529684,2383,600,62,6242,52955592
deduction,2000s,210,48,5,868,7141270,2630,629,61,7266,67070891
deduction,2010s,733,92,14,1678,14295950,3815,735,84,8647,84731684
deductive,1980s,164,55,4,584,3177602,2315,702,41,6430,46072214
deductive,1990s,301,71,5,643,4529684,2639,732,52,6242,52955592
deductive,2000s,195,67,4,868,7141270,2433,782,49,7266,67070891
deductive,2010s,565,138,13,1678,14295950,3469,899,71,8647,84731684
deep,1980s,137,65,2,584,3177602,2233,1125,21,6430,46072214
deep,1990s,268,157,2,643,4529684,2817,1452,17,6242,52955592
deep,2000s,603,204,11,868,7141270,3521,1632,31,7266,67070891
deep,2010s,1203,405,11,1678,14295950,4846,2007,51,8647,84731684
defeater,1980s,81,9,3,584,3177602,407,37,11,6430,46072214
defeater,1990s,115,11,1,643,4529684,310,45,7,6242,52955592
defeater,2000s,236,26,3,868,7141270,891,127,18,7266,67070891
defeater,2010s,465,95,15,1678,14295950,2136,325,57,8647,84731684
defend,1980s,340,167,3,584,3177602,3426,1851,19,6430,46072214
defend,1990s,477,249,3,643,4529684,4176,2167,12,6242,52955592
defend,2000s,852,421,4,868,7141270,6238,2861,42,7266,67070891
defend,2010s,1941,833,10,1678,14295950,8888,3915,48,8647,84731684
defended,1980s,176,106,1,584,3177602,2031,1324,3,6430,46072214
defended,1990s,276,177,0,643,4529684,2451,1523,5,6242,52955592
defended,2000s,560,288,2,868,7141270,3827,2133,12,7266,67070891
defended,2010s,1174,637,6,1678,14295950,5616,3008,14,8647,84731684
defense,1980s,489,198,7,584,3177602,4767,1704,72,6430,46072214
defense,1990s,672,238,15,643,4529684,5074,1863,74,6242,52955592
defense,2000s,1143,371,16,868,7141270,6400,2326,97,7266,67070891
defense,2010s,2360,806,34,1678,14295950,8330,3126,116,8647,84731684
